Checked,Protein FDR Confidence: Combined,Master,Accession,Description,LSK,LSK,LSK,LSK,LSK,LSK,ST,ST,ST,ST,ST,ST,TB,TB,TB,TB,TB,TB,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,# Razor Peptides,Abundances (Grouped) CV [%]: LSK SPI,Abundances (Grouped) CV [%]: LSK SPII,Abundances (Grouped) CV [%]: LSK SPIII,Abundances (Grouped) CV [%]: LSK SPIV,Abundances (Grouped) CV [%]: LSK SPV,Abundances (Grouped) CV [%]: LSK SPVI,Abundances (Grouped) CV [%]: ST SPI,Abundances (Grouped) CV [%]: ST SPII,Abundances (Grouped) CV [%]: ST SPIII,Abundances (Grouped) CV [%]: ST SPIV,Abundances (Grouped) CV [%]: ST SPV,Abundances (Grouped) CV [%]: ST SPVI,Abundances (Grouped) CV [%]: TB SPI,Abundances (Grouped) CV [%]: TB SPII,Abundances (Grouped) CV [%]: TB SPIII,Abundances (Grouped) CV [%]: TB SPIV,Abundances (Grouped) CV [%]: TB SPV,Abundances (Grouped) CV [%]: TB SPVI,"Found in Sample: [S1] F1: Sample, LSK SPI","Found in Sample: [S2] F2: Sample, LSK SPI","Found in Sample: [S3] F3: Sample, LSK SPI","Found in Sample: [S4] F4: Sample, LSK SPII","Found in Sample: [S5] F5: Sample, LSK SPII","Found in Sample: [S6] F6: Sample, LSK SPII","Found in Sample: [S7] F7: Sample, LSK SPIII","Found in Sample: [S8] F8: Sample, LSK SPIII","Found in Sample: [S9] F9: Sample, LSK SPIII","Found in Sample: [S10] F10: Sample, LSK SPIV","Found in Sample: [S11] F11: Sample, LSK SPIV","Found in Sample: [S12] F12: Sample, LSK SPIV","Found in Sample: [S13] F13: Sample, LSK SPV","Found in Sample: [S14] F14: Sample, LSK SPV","Found in Sample: [S15] F15: Sample, LSK SPV","Found in Sample: [S16] F16: Sample, LSK SPVI","Found in Sample: [S17] F17: Sample, LSK SPVI","Found in Sample: [S18] F18: Sample, LSK SPVI","Found in Sample: [S19] F19: Sample, ST SPI","Found in Sample: [S20] F20: Sample, ST SPI","Found in Sample: [S21] F21: Sample, ST SPI","Found in Sample: [S22] F22: Sample, ST SPII","Found in Sample: [S23] F23: Sample, ST SPII","Found in Sample: [S24] F24: Sample, ST SPII","Found in Sample: [S25] F25: Sample, ST SPIII","Found in Sample: [S26] F26: Sample, ST SPIII","Found in Sample: [S27] F27: Sample, ST SPIII","Found in Sample: [S28] F28: Sample, ST SPIV","Found in Sample: [S29] F29: Sample, ST SPIV","Found in Sample: [S30] F30: Sample, ST SPIV","Found in Sample: [S31] F31: Sample, ST SPV","Found in Sample: [S32] F32: Sample, ST SPV","Found in Sample: [S33] F33: Sample, ST SPV","Found in Sample: [S34] F34: Sample, ST SPVI","Found in Sample: [S35] F35: Sample, ST SPVI","Found in Sample: [S36] F36: Sample, ST SPVI","Found in Sample: [S37] F37: Control, TB SPI","Found in Sample: [S38] F38: Control, TB SPI","Found in Sample: [S39] F39: Control, TB SPI","Found in Sample: [S40] F40: Control, TB SPII","Found in Sample: [S41] F41: Control, TB SPII","Found in Sample: [S42] F42: Control, TB SPII","Found in Sample: [S43] F43: Control, TB SPIII","Found in Sample: [S44] F44: Control, TB SPIII","Found in Sample: [S45] F45: Control, TB SPIII","Found in Sample: [S46] F46: Control, TB SPIV","Found in Sample: [S47] F47: Control, TB SPIV","Found in Sample: [S48] F48: Control, TB SPIV","Found in Sample: [S49] F49: Control, TB SPV","Found in Sample: [S50] F50: Control, TB SPV","Found in Sample: [S51] F51: Control, TB SPV","Found in Sample: [S52] F52: Control, TB SPVI","Found in Sample: [S53] F53: Control, TB SPVI","Found in Sample: [S54] F54: Control, TB SPVI",# Protein Groups,Modifications
TRUE,High,IsMasterProtein,G3UWZ0,Bromodomain adjacent to zinc finger domain protein 1A OS=Mus musculus OX=10090 GN=Baz1a PE=1 SV=1,440.1,308.9,374.5,374.5,374.5,374.5,593.3,593.3,593.3,593.3,593.3,593.3,457.7,457.7,457.7,457.7,457.7,457.7,0,4.461,1,1,2,1,1552,178.1,6.54,0,1,0,,,,,,,,,,,,,36.19,,,,,,Not Found,Not Found,Peak Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,High,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,
TRUE,High,IsMasterProtein,A0A0R4J2B2,BTB/POZ domain-containing protein KCTD12 OS=Mus musculus OX=10090 GN=Kctd12 PE=1 SV=1,94.1,119,97.3,107.2,90.7,133.7,9.1,77.8,35.2,33.9,65.8,43.4,180,132.2,137.4,118.5,128,196.9,0,35.599,28,7,71,7,327,35.9,5.81,16.11,7,0,8.9,2.16,12.08,4.57,10.95,3.24,42.77,13.67,12,10.1,2.97,8.34,10.73,5.29,3.49,7.05,4.81,7.13,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
TRUE,High,IsMasterProtein,Q9JMD0,BUB3-interacting and GLEBS motif-containing protein ZNF207 OS=Mus musculus OX=10090 GN=Znf207 PE=1 SV=1,139.1,134.3,143.3,92.2,74.5,84.1,66.2,125,159.1,54.3,148.2,39.4,77.6,84,115.7,99.5,72.3,91.2,0,5.091,5,2,9,2,495,52.8,9.1,0,2,0,27.64,42.65,39.84,31.72,15.39,17.54,17.03,27.31,19.89,45.96,39.21,23.05,20.36,14.55,11.49,34.29,4.63,19.7,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,High,Peak Found,High,High,Peak Found,Peak Found,High,Peak Found,High,Peak Found,1,
TRUE,High,IsMasterProtein,A0A1W2P733,"C-1-tetrahydrofolate synthase, cytoplasmic OS=Mus musculus OX=10090 GN=Mthfd1 PE=1 SV=1",23.6,68.1,99.1,50.5,50.7,67,62.4,87.6,322.5,126.4,276.3,93.3,75,42.9,86.2,91.3,81.7,95.6,0,26.501,10,6,31,6,755,82,7.23,3.63,6,0,30.7,36.21,14.68,2.22,12.48,10.05,18.27,24.31,5.73,7.55,7.66,11.88,2.15,7.7,0.29,5.28,11.83,4.06,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,Peak Found,High,Peak Found,High,High,High,High,High,High,Peak Found,High,High,High,High,High,1,
TRUE,High,IsMasterProtein,Q80W54,CAAX prenyl protease 1 homolog OS=Mus musculus OX=10090 GN=Zmpste24 PE=1 SV=2,129.5,113.9,62.9,98.6,112.6,125.9,258,159.6,82.4,112.12,24,36.6,90.4,91.4,109,85.6,86.4,133.1,0,8.446,9,2,3,2,475,54.7,6.95,2.08,2,0,64.29,53.28,37.89,19.33,32.49,29.23,,,43.03,,93.23,76.09,28.16,9.84,18.61,1.76,11.55,19.19,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,High,1,
TRUE,Medium,IsMasterProtein,A0A1L1SUG9,Cadherin EGF LAG seven-pass G-type receptor 3 OS=Mus musculus OX=10090 GN=Celsr3 PE=1 SV=1,14.3,15.2,13.1,15,14.4,14.4,21,22.5,27.8,19,33.9,59.5,112.4,253.6,312.4,273.5,273.4,333.4,0.016,2.289,1,1,2,1,3309,359.1,6.62,0,1,0,46.16,,,,,,6.8,15.07,,7.93,45.38,29.78,39.83,13.47,12.23,2.73,25.05,30.66,Peak Found,Not Found,Peak Found,Not Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,1,
TRUE,High,IsMasterProtein,P55288,Cadherin-11 OS=Mus musculus OX=10090 GN=Cdh11 PE=1 SV=1,0.1,0.1,0.1,0.1,0.1,0.1,552.3,552.3,552.3,552.3,552.3,552.3,248.5,237.8,311.925,434.2,327.2,311.925,0,4.349,3,1,1,1,796,88.1,4.89,0,1,0,,,,,,,,,,,39.77,,38.24,6.7,,59.66,46.18,,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,High,Peak Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,1,
TRUE,High,IsMasterProtein,P55284,Cadherin-5 OS=Mus musculus OX=10090 GN=Cdh5 PE=1 SV=2,205.1,205.1,205.1,205.1,205.1,205.1,0.1,0.1,0.1,0.1,0.1,0.1,207.3,261.3,279.6,231.4,319.2,296.1,0,10.002,5,2,10,2,784,87.8,5.3,1.99,2,0,,,,,,,,,,,,,5.82,3.23,9.59,22.86,15.53,10.97,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,High,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,High,High,Peak Found,High,High,1,
TRUE,High,IsMasterProtein,P61022,Calcineurin B homologous protein 1 OS=Mus musculus OX=10090 GN=Chp1 PE=1 SV=2,42.55,42.55,42.55,45.7,42.55,39.4,80.53333333,57.9,100.7,80.53333333,83,80.53333333,202.1,242.3,257.3,266.4,280,225.3,0,10.736,14,2,20,2,195,22.4,5.1,3.4,2,0,,,,,,,,6.64,,,37.58,,28.8,17.35,13.23,11.95,7.85,30.44,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,High,Peak Found,Peak Found,High,High,High,Peak Found,High,High,High,High,High,High,High,High,High,High,High,1,
TRUE,Medium,IsMasterProtein,G5E8I8,Calcium homeostasis endoplasmic reticulum protein OS=Mus musculus OX=10090 GN=Cherp PE=1 SV=2,231.4,158.3,47.4,102.8,205.3,26.6,401.6,43.3,82.8,167.88,90.4,221.3,64,19.2,32.9,31,25.7,15.9,0.02,2.178,2,1,1,1,949,107.6,9.33,0,1,0,5.91,36.92,44.8,24.48,31.94,,18.43,48.21,14.47,,71.87,50.91,28.08,48.31,8.87,26.37,15.42,,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Peak Found,Not Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Peak Found,1,
TRUE,Medium,IsMasterProtein,Q8VEC4,Calcium homeostasis modulator protein 2 OS=Mus musculus OX=10090 GN=Calhm2 PE=2 SV=1,376.3333333,454.1,313.8,376.3333333,376.3333333,361.1,0.1,0.1,0.1,0.1,0.1,0.1,335.5,251.1,335.5,335.5,335.5,419.9,0.024,2.031,5,1,1,1,323,35.8,8.28,0,1,0,,,,,,23.07,,,,,,,,,,,,8.36,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,High,1,
TRUE,High,IsMasterProtein,A0A0A6YVS2,Calcium load-activated calcium channel (Fragment) OS=Mus musculus OX=10090 GN=Tmco1 PE=1 SV=1,108.1,68.2,91.5,97.2,137.4,146.2,89.6,127.9,248.3,107.6,174,106.3,54.2,67,62.4,64.6,66.4,91.3,0.002,3.461,8,1,2,1,200,22.4,10.01,0,1,0,,18.92,25.44,44.59,16.33,27.29,2,31.05,36.51,13.38,37.15,,33.57,5.39,37.19,25.06,8.74,20.74,Not Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,1,
TRUE,High,IsMasterProtein,E9Q1W0,Calcium/calmodulin-dependent protein kinase OS=Mus musculus OX=10090 GN=Camk2d PE=1 SV=2,86.7,112.9,92.7,128,121.5,138,38.4,55.4,25.7,34,42.1,25.1,230.2,122.8,134.6,125,107,180,0,11.832,10,4,9,4,512,57.7,7.15,1.61,4,0,22.21,15.41,3.28,7.29,11.31,16.94,15.83,14.65,59.02,16.03,60.67,92.47,11.08,5.99,23.59,45.54,16.78,10.92,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,1,
TRUE,High,IsMasterProtein,Q9QX15,Calcium-activated chloride channel regulator 3A-1 OS=Mus musculus OX=10090 GN=Clca3a1 PE=1 SV=1,1.2,1.8,7.2,17.8,0.7,3.5,37.4,13.8,9.2,16.4,33,25.9,298,280.5,225.1,318.4,240.5,269.6,0,49.989,16,10,78,10,902,100,6.86,18.59,10,0,62.6,54.19,,107.42,,94.37,57.44,41.4,76.97,84.54,54.53,36.4,5.82,3.89,4.59,3.18,5.42,6.71,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Not Found,Peak Found,Not Found,Peak Found,Peak Found,Not Found,Peak Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
TRUE,High,IsMasterProtein,Q8BH59,Calcium-binding mitochondrial carrier protein Aralar1 OS=Mus musculus OX=10090 GN=Slc25a12 PE=1 SV=1,38.6,71.3,98.2,86.5,81.4,84,26,91.3,80.9,33.8,69.9,49.5,228.6,158.7,169.9,150,153.8,127.6,0,42.766,17,9,53,9,677,74.5,8.25,10.04,9,0,2.91,15.89,11.85,5.75,5.33,11.4,24.59,8.78,8.26,15.68,2.35,10.75,6.94,14.25,13.38,11.57,8.19,8.2,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,High,High,High,High,High,High,Peak Found,High,High,Peak Found,High,High,High,High,High,1,
TRUE,High,IsMasterProtein,Q8BMD8,Calcium-binding mitochondrial carrier protein SCaMC-1 OS=Mus musculus OX=10090 GN=Slc25a24 PE=1 SV=1,28.8,35.1,43.6,33.9,55.2,83.6,17.9,33.9,42.6,25.1,68.6,90.3,224.9,244.1,195.7,160.8,167.7,248.3,0,16.292,12,4,17,4,475,52.9,7.43,5.84,4,0,38.73,12.32,12.5,38.28,83.29,29.02,16.38,17.23,94.46,13.61,48.06,,11.17,28.53,29.58,3.59,8.71,33.95,Not Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Not Found,Peak Found,High,Peak Found,High,High,High,Peak Found,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,1,
TRUE,High,IsMasterProtein,Q06138,Calcium-binding protein 39 OS=Mus musculus OX=10090 GN=Cab39 PE=1 SV=2,50.1,35.8,92.5,97.2,106.2,76.36,159.7,120.6,287.9,80,221.5,102.4,30,35.9,133.2,58.1,85.1,103.8,0,4.872,6,2,9,2,341,39.8,6.89,0,2,0,,5.65,6.57,16.73,10.94,,17.45,16.73,48.63,,39.14,18.99,102.87,75.14,25.37,42.12,62.35,19.2,Not Found,Not Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,High,High,Peak Found,Peak Found,High,Peak Found,High,Peak Found,High,Peak Found,High,High,1,
TRUE,High,IsMasterProtein,E9Q559,Calcium-transporting ATPase OS=Mus musculus OX=10090 GN=Atp2a3 PE=1 SV=1,23.5,49.5,83.6,56.4,57.3,62.2,72.6,150.3,126.8,55.6,132.2,78.6,138.7,142,152.3,137.1,127.8,153.4,0,63.849,17,12,88,8,1026,112.4,6.09,45.35,12,4,19.67,1.98,12.62,2.21,6.18,4.78,8.45,11.76,9.36,13.04,13.41,8.7,4.59,0.28,5.95,7.39,8.4,2.88,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,Acetyl [N-Term]
TRUE,High,IsMasterProtein,Q3UHH0,Calcium-transporting ATPase OS=Mus musculus OX=10090 GN=Atp2b2 PE=1 SV=1,19.3,14.7,127.9,127.9,127.9,349.7,37.1,33.7,36.84,9.3,64,40.1,140.5,230.5,241.1,168.3,139,312.5,0,7.537,3,2,13,1,1194,132,5.96,0,2,0,84.12,,,,,31.82,22.01,5.22,,,1.26,18.54,7.22,9.17,20.25,21.47,10.01,25.62,Peak Found,Peak Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,High,High,High,High,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,1,
TRUE,Medium,IsMasterProtein,Q9CXW3,Calcyclin-binding protein OS=Mus musculus OX=10090 GN=Cacybp PE=1 SV=1,294.5,294.5,136.7,294.5,294.5,452.3,0.1,0.1,0.1,0.1,0.1,0.1,272.1,133.2,233,223.9,229,119.7,0.023,2.045,4,1,3,1,229,26.5,7.87,0,1,0,,,,,,4.59,,,,,,,17.85,40.41,21.97,17.51,21.13,16.26,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,1,
TRUE,High,IsMasterProtein,Q8VCQ8,Caldesmon 1 OS=Mus musculus OX=10090 GN=Cald1 PE=1 SV=1,22,31.3,22.8,22.5,14.5,25,31.3,32.7,87.2,37.6,85.2,35.6,172.1,236,217,265.8,255.7,205.6,0,91.511,33,17,155,3,530,60.4,7.37,78.1,17,14,37.4,13.28,9.22,1.97,20.58,16.85,29.58,32.19,8.69,17.73,9.2,26.11,2.76,7.7,8.21,2.06,3.16,10.3,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,Peak Found,High,High,Peak Found,High,High,High,High,High,Peak Found,Peak Found,Not Found,1,
TRUE,High,IsMasterProtein,E9QA15,Caldesmon 1 OS=Mus musculus OX=10090 GN=Cald1 PE=1 SV=1,34.2,34.2,34.2,34.2,34.2,34.2,31.6,31.6,30.8,24.7,35.1,35.8,40.7,274,207.8,337.3,273.2,506.6,0,83.693,21,15,146,1,768,89.2,5.5,74.34,15,0,,,,,,,,,64.79,19.09,43.08,4.97,62.55,12.37,23.27,18.51,9.66,3.05,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,High,Peak Found,High,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,1,
TRUE,High,IsMasterProtein,P0DP27,Calmodulin-2 OS=Mus musculus OX=10090 GN=Calm2 PE=1 SV=1,29.6,75.8,196,129.1,122.6,132.6,92.2,131.8,133.4,81.9,144.8,74.9,49.3,74.1,61.2,67.9,60,142.7,0,55.95,70,6,110,6,149,16.8,4.22,56.58,6,0,9.77,13.08,10.86,6.4,7.32,1.72,14.44,10.04,4.12,23.02,15.72,8.97,7.96,10.53,2.15,3.7,4.07,4.56,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,High,High,Peak Found,High,High,Peak Found,Peak Found,High,High,High,Peak Found,Peak Found,Peak Found,High,High,High,High,High,High,Peak Found,Peak Found,Peak Found,High,High,High,Peak Found,Peak Found,Peak Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
